date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:51:58	37073/37073	---M--	200	added ('OK')	image/jpeg	etag:%2290d1-59e74c0d9d4cc%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-3.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-3.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:51:59	34622/34622	---M--	200	added ('OK')	image/jpeg	etag:%22873e-59e74c0d9dc9c%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-4.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-4.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:51:59	134411/134411	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2020:16:02%20GMT	https://piquant.qodeinteractive.com/product-tag/main-course/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/main-course/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:51:59	37706/37706	---M--	200	added ('OK')	image/jpeg	etag:%22934a-59e74c0d9e46c%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-5.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-5.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:51:59	134395/134395	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Jun%202021%2001:49:51%20GMT	https://piquant.qodeinteractive.com/product-tag/new/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/new/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:51:59	134420/134420	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Jun%202021%2013:32:26%20GMT	https://piquant.qodeinteractive.com/product-tag/pasta/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/pasta/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:00	39494/39494	---M--	200	added ('OK')	image/jpeg	etag:%229a46-59e74c0d9ec3c%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-6.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-6.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:00	40291/40291	---M--	200	added ('OK')	image/jpeg	etag:%229d63-59e74c0d9f024%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-7.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-7.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:00	134397/134397	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Jun%202021%2016:36:39%20GMT	https://piquant.qodeinteractive.com/product-tag/pork/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/pork/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:00	35994/35994	---M--	200	added ('OK')	image/jpeg	etag:%228c9a-59e74c0d9f7f4%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-8.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-restaurant-pages-screenshot-8.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:00	1823/1823	---M--	200	added ('OK')	image/png	etag:%2271f-59e74c0d8d2fd%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-1.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-1.png	(from https://piquant.qodeinteractive.com/landing/)
06:52:01	2016/2016	---M--	200	added ('OK')	image/png	etag:%227e0-59e74c0d8e29d%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-4.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-4.png	(from https://piquant.qodeinteractive.com/landing/)
06:52:01	2100/2100	---M--	200	added ('OK')	image/png	etag:%22834-59e74c0d8d2fd%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-3.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-3.png	(from https://piquant.qodeinteractive.com/landing/)
06:52:01	134377/134377	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2017:15:21%20GMT	https://piquant.qodeinteractive.com/product-tag/roasted/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/roasted/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:01	2059/2059	---M--	200	added ('OK')	image/png	etag:%2280b-59e74c0d8e29d%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-5.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-5.png	(from https://piquant.qodeinteractive.com/landing/)
06:52:01	134455/134455	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20Jun%202021%2006:52:33%20GMT	https://piquant.qodeinteractive.com/product-tag/salad/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/salad/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:02	2166/2166	---M--	200	added ('OK')	image/png	etag:%22876-59e74c0d8e29d%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-6.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-6.png	(from https://piquant.qodeinteractive.com/landing/)
06:52:02	134610/134610	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jun%202021%2014:43:58%20GMT	https://piquant.qodeinteractive.com/product-tag/seafood/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/seafood/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:02	2054/2054	---M--	200	added ('OK')	image/png	etag:%22806-59e74c0d8e29d%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-8.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-8.png	(from https://piquant.qodeinteractive.com/landing/)
06:52:02	132118/132118	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2012:07:10%20GMT	https://piquant.qodeinteractive.com/product-tag/snacks/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/snacks/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:03	2017/2017	---M--	200	added ('OK')	image/png	etag:%227e1-59e74c0d8e29d%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-9.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-9.png	(from https://piquant.qodeinteractive.com/landing/)
06:52:03	132236/132236	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20Jun%202021%2023:58:23%20GMT	https://piquant.qodeinteractive.com/product-tag/soups/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/soups/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:03	2507/2507	---M--	200	added ('OK')	image/png	etag:%229cb-59e74c0d8e29d%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-7.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/icon-landing-7.png	(from https://piquant.qodeinteractive.com/landing/)
06:52:03	132104/132104	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jun%202021%2023:03:26%20GMT	https://piquant.qodeinteractive.com/product-tag/spicy/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/spicy/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:03	22471/22471	---M--	200	added ('OK')	image/jpeg	etag:%2257c7-59e74c0d95bb4%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-a.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-a.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:04	23882/23882	---M--	200	added ('OK')	image/jpeg	etag:%225d4a-59e74c0d95f9c%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-b.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-b.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:04	20335/20335	---M--	200	added ('OK')	image/jpeg	etag:%224f6f-59e74c0d96f3c%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-c.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-c.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:04	132125/132125	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Jun%202021%2020:55:43%20GMT	https://piquant.qodeinteractive.com/product-tag/steak/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/product-tag/steak/index.html	(from https://piquant.qodeinteractive.com/shop/)
06:52:04	28672/28672	---M--	200	added ('OK')	image/jpeg	etag:%227000-59e74c0d9770c%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-d.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-d.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:05	20558/20558	---M--	200	added ('OK')	image/jpeg	etag:%22504e-59e74c0d97af4%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-f.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-f.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:05	19351/19351	---M--	200	added ('OK')	image/jpeg	etag:%224b97-59e74c0d98a94%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-g1.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-g1.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Oct%202021%2011:52:05%20GMT	https://piquant.qodeinteractive.com/?p=1018	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/indexbd7b.html	(from https://piquant.qodeinteractive.com/landing/)
06:52:05	21392/21392	---M--	200	added ('OK')	image/jpeg	etag:%225390-59e74c0d98e7c%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-h.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-h.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:05	23247/23247	---M--	200	added ('OK')	image/jpeg	etag:%225acf-59e74c0d9964c%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-i.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-i.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Oct%202021%2011:52:05%20GMT	https://piquant.qodeinteractive.com/original-home/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/original-home/index.html	(from https://piquant.qodeinteractive.com/landing/)
06:52:06	17048/17048	---M--	200	added ('OK')	image/jpeg	etag:%224298-59e74c0d99a34%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-j.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-j.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:06	24374/24374	---M--	200	added ('OK')	image/jpeg	etag:%225f36-59e74c0d9a204%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-k.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-k.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:06	137788/137788	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jun%202021%2009:44:55%20GMT	https://piquant.qodeinteractive.com/menu-item/mango-chile-chutney/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/menu-item/mango-chile-chutney/index.html	(from https://piquant.qodeinteractive.com/landing/)
06:52:06	21655/21655	---M--	200	added ('OK')	image/jpeg	etag:%225497-59e74c0d9a9d4%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-l.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-l.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:07	23015/23015	---M--	200	added ('OK')	image/jpeg	etag:%2259e7-59e74c0d9adbc%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-m.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/landing-page-m.jpg	(from https://piquant.qodeinteractive.com/landing/)
06:52:07	2342/2342	---MCZ	200	added ('OK')	application/json	date:Sat,%2023%20Oct%202021%2011:52:07%20GMT	https://piquant.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpiquant.qodeinteractive.com%2Freservations-contact-form%2F	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-json/oembed/1.0/embed5bb1.json	(from https://piquant.qodeinteractive.com/reservations-contact-form/)
06:52:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Oct%202021%2011:52:07%20GMT	https://piquant.qodeinteractive.com/?p=2374	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/index9f9d.html	(from https://piquant.qodeinteractive.com/reservations-contact-form/)
06:52:08	2715/2715	---MCZ	200	added ('OK')	text/xml	date:Sat,%2023%20Oct%202021%2011:52:08%20GMT	https://piquant.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpiquant.qodeinteractive.com%2Freservations-contact-form%2F&format=xml	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-json/oembed/1.0/embed8983	(from https://piquant.qodeinteractive.com/reservations-contact-form/)
06:52:08	36405/36405	---M--	200	added ('OK')	image/jpeg	etag:%228e35-59e74c0d84276%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-4-the-chef-b.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-4-the-chef-b.jpg	(from https://piquant.qodeinteractive.com/reservations-contact-form/)
06:52:09	84353/84353	---M--	200	added ('OK')	image/jpeg	etag:%2214981-59e74c0dc45c9%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/parallax-4.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/parallax-4.jpg	(from https://piquant.qodeinteractive.com/reservations-contact-form/)
06:52:09	169348/169348	---M--	200	added ('OK')	image/jpeg	etag:%2229584-59e74c0d786f6%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-parallax-1.jpg?id=1576	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-parallax-198be.jpg	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:10	2273/2273	---MCZ	200	added ('OK')	application/json	date:Sat,%2023%20Oct%202021%2011:52:10%20GMT	https://piquant.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpiquant.qodeinteractive.com%2Fhealth-food-home%2F	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-json/oembed/1.0/embed4c3f.json	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Oct%202021%2011:52:10%20GMT	https://piquant.qodeinteractive.com/?p=11	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/index5757.html	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:11	2643/2643	---MCZ	200	added ('OK')	text/xml	date:Sat,%2023%20Oct%202021%2011:52:10%20GMT	https://piquant.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpiquant.qodeinteractive.com%2Fhealth-food-home%2F&format=xml	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-json/oembed/1.0/embed1045	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:11	96463/96463	---M--	200	added ('OK')	image/jpeg	etag:%22178cf-59e74c0d79e66%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-slide-1.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-slide-1.jpg	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:11	6902/6902	---M--	200	added ('OK')	image/png	etag:%221af6-59e74c0d7bda6%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-slide-graphic.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-slide-graphic.png	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:11	72702/72702	---M--	200	added ('OK')	image/jpeg	etag:%2211bfe-59e74c0d7b9be%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-slide-3.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-slide-3.jpg	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:12	88472/88472	---M--	200	added ('OK')	image/jpeg	etag:%2215998-59e74c0d7ae06%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-slide-2.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-slide-2.jpg	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:12	3649/3649	---M--	200	added ('OK')	image/png	etag:%22e41-59e74c0d75047%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-cheese-img-1.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-cheese-img-1.png	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:12	4007/4007	---M--	200	added ('OK')	image/png	etag:%22fa7-59e74c0d75047%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-cheese-img-1-hover.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-cheese-img-1-hover.png	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:12	4378/4378	---M--	200	added ('OK')	image/png	etag:%22111a-59e74c0d74c5f%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-burger-img-2.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-burger-img-2.png	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:13	4851/4851	---M--	200	added ('OK')	image/png	etag:%2212f3-59e74c0d74c5f%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-burger-img-2-hover.png	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-burger-img-2-hover.png	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:13	17684/17684	---M--	200	added ('OK')	image/jpeg	etag:%224514-59e74c0d76f86%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-image1_3-row.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-image1_3-row.jpg	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:13	28245/28245	---M--	200	added ('OK')	image/jpeg	etag:%226e55-59e74c0d7542f%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-image-2_3-row.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-image-2_3-row.jpg	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:13	44578/44578	---M--	200	added ('OK')	image/jpeg	etag:%22ae22-59e74c0d77756%22	https://piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-new-image.jpg	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-content/uploads/2015/11/home-2-new-image.jpg	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:14	137801/137801	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jun%202021%2009:11:12%20GMT	https://piquant.qodeinteractive.com/menu-item/kung-pao-pastrami/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/menu-item/kung-pao-pastrami/index.html	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:14	138627/138627	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2020:26:27%20GMT	https://piquant.qodeinteractive.com/menu-item/jalapeno-mango-salsa/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/menu-item/jalapeno-mango-salsa/index.html	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:14	2279/2279	---MCZ	200	added ('OK')	application/json	date:Sat,%2023%20Oct%202021%2011:52:14%20GMT	https://piquant.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpiquant.qodeinteractive.com%2Fbar-cafe-home%2F	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-json/oembed/1.0/embed772d.json	(from https://piquant.qodeinteractive.com/bar-cafe-home/)
06:52:14	137803/137803	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2020:47:22%20GMT	https://piquant.qodeinteractive.com/menu-item/spicy-fried-rice-bacon/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/menu-item/spicy-fried-rice-bacon/index.html	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:14	137549/137549	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2020:08:47%20GMT	https://piquant.qodeinteractive.com/menu-item/shrimp-curry/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/menu-item/shrimp-curry/index.html	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:15	137710/137710	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2023:15:28%20GMT	https://piquant.qodeinteractive.com/menu-item/chocolate-macarons/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/menu-item/chocolate-macarons/index.html	(from https://piquant.qodeinteractive.com/health-food-home/)
06:52:15	2646/2646	---MCZ	200	added ('OK')	text/xml	date:Sat,%2023%20Oct%202021%2011:52:15%20GMT	https://piquant.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpiquant.qodeinteractive.com%2Fbar-cafe-home%2F&format=xml	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/wp-json/oembed/1.0/embed010e	(from https://piquant.qodeinteractive.com/bar-cafe-home/)
06:52:15	138514/138514	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Jun%202021%2018:12:38%20GMT	https://piquant.qodeinteractive.com/menu-item/chicken-stew/	C:/Users/Reinaldo%20UFPS/Desktop/SISTEMAS/descargar_piquant/piquant/piquant.qodeinteractive.com/menu-item/chicken-stew/index.html	(from https://piquant.qodeinteractive.com/health-food-home/)
